Country,Year,Air_Pollution_Index,Water_Pollution_Index,Soil_Pollution_Index,Industrial_Waste (in tons),Energy_Recovered (in GWh),CO2_Emissions (in MT),Renewable_Energy (%),Plastic_Waste_Produced (in tons),Energy_Consumption_Per_Capita (in MWh),Population (in millions),GDP_Per_Capita (in USD),Energy_Recovered_Per_Capita,Average_Pollution_Index,Energy_Efficiency_Score,Air_Severity,Water_Severity,Soil_Severity,Overall_Severity,Energy_Recovery_Level,Energy_Consumption_Level
Thailand,2000,167.85,171.94,21.09,53856.15,77.26,16.82,19.86,37761.68,12.5,141.27,46948.03,0.546896014723579,120.29333333333331,5.7229629629629635,Medium,Medium,Low,Medium,Low_Recovery,High_Consumption
Greece,2016,170.42,172.18,97.55,60391.66,367.65,44.98,43.74,20940.92,1.73,112.59,20850.54,3.2653876898481213,146.71666666666667,134.67032967032966,Medium,Medium,Low,Medium,High_Recovery,Low_Consumption
South Africa,2007,104.84,90.52,82.33,93418.48,265.15,41.19,19.61,19466.77,4.45,154.94,13376.69,1.7113076029430747,92.56333333333333,48.651376146788984,Medium,Low,Low,Low,Medium_Recovery,Low_Consumption
Slovenia,2010,152.69,162.42,121.99,90346.01,342.22,38.16,26.94,33203.03,7.08,28.54,63568.73,11.990889978976876,145.70000000000002,42.353960396039604,Medium,Medium,Medium,Medium,Medium_Recovery,Medium_Consumption
Maldives,2005,85.68,50.38,95.85,55458.05,437.62,42.32,7.94,36436.96,16.8,67.65,45490.22,6.468883961566888,77.30333333333333,24.585393258426965,Low,Low,Low,Low,High_Recovery,High_Consumption
Oman,2013,195.66,43.34,107.15,99688.18,346.4,4.18,10.08,8780.52,14.89,108.39,2962.54,3.1958667773779865,115.38333333333333,21.799874134675896,Medium,Low,Medium,Medium,High_Recovery,High_Consumption
Solomon Islands,2012,241.87,192.48,48.06,84640.55,214.49,24.07,26.54,29098.99,8.34,130.16,53765.57,1.6478948985863553,160.80333333333334,22.964668094218418,High,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Malaysia,2005,205.8,113.75,100.78,41821.99,290.72,6.98,43.06,42170.74,2.86,147.74,35020.47,1.9677812373087857,140.11,75.31606217616581,High,Medium,Medium,Medium,Medium_Recovery,Low_Consumption
Heard Island and McDonald Islands,2018,177.7,31.13,84.47,63690.84,218.97,43.11,17.7,3189.13,13.84,150.7,67973.15,1.4530192435301925,97.76666666666665,14.755390835579515,Medium,Low,Low,Low,Medium_Recovery,High_Consumption
Bulgaria,2007,91.93,175.71,47.64,82789.34,163.07,17.13,20.69,13587.58,11.14,174.36,42323.5,0.9352489103005275,105.09333333333332,13.432454695222404,Low,Medium,Low,Medium,Low_Recovery,Medium_Consumption
Angola,2016,221.4,192.86,36.32,33021.64,306.63,21.27,30.86,41066.78,6.77,140.87,25961.41,2.1766877262724496,150.19333333333333,39.463320463320464,High,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Togo,2000,280.59,174.16,19.58,24831.53,230.09,11.28,27.86,3099.9,19.31,150.88,34153.53,1.5249867444326617,158.10999999999999,11.328902018709996,High,Medium,Low,Medium,Medium_Recovery,High_Consumption
Senegal,2003,199.13,93.1,29.13,55017.0,74.57,11.24,23.26,23468.74,4.66,152.42,31088.73,0.4892402571840966,107.12,13.174911660777383,Medium,Low,Low,Medium,Low_Recovery,Low_Consumption
Portugal,2004,67.21,83.62,25.45,38131.24,329.71,3.85,37.14,24073.48,1.39,64.77,18795.9,5.090473984869538,58.75999999999999,137.9539748953975,Low,Low,Low,Low,Medium_Recovery,Low_Consumption
Western Sahara,2014,144.55,182.68,73.75,55473.63,294.71,29.0,9.81,24075.18,3.88,179.69,48327.99,1.640102398575324,133.66,60.39139344262295,Medium,Medium,Low,Medium,Medium_Recovery,Low_Consumption
Bouvet Island (Bouvetoya),2015,83.05,179.77,73.39,74713.26,345.18,48.99,30.03,47438.46,1.73,101.21,68223.85,3.4105325560715345,112.07,126.43956043956044,Low,Medium,Low,Medium,Medium_Recovery,Low_Consumption
Costa Rica,2016,54.14,127.67,108.07,36640.85,109.13,26.92,8.19,46161.73,5.84,85.16,57461.37,1.2814701737905119,96.62666666666667,15.9546783625731,Low,Medium,Medium,Low,Low_Recovery,Medium_Consumption
Mozambique,2005,180.68,76.7,78.88,45787.94,77.67,5.3,18.6,12066.23,15.27,11.84,26750.95,6.559966216216217,112.08666666666666,4.7738168408113095,Medium,Low,Low,Medium,Low_Recovery,High_Consumption
Brunei Darussalam,2012,277.33,61.09,54.89,96022.62,347.38,36.48,25.74,34333.74,3.78,75.19,51574.05,4.620029259210002,131.10333333333332,72.67364016736403,High,Low,Low,Medium,High_Recovery,Low_Consumption
Georgia,2005,221.09,159.92,31.3,1019.37,450.34,30.63,31.57,19808.49,7.71,91.03,2210.61,4.947160276831814,137.43666666666667,51.70378874856486,High,Medium,Low,Medium,High_Recovery,Medium_Consumption
Argentina,2017,256.63,116.89,145.76,4431.63,455.69,39.62,15.74,13499.94,3.72,100.79,18908.07,4.521182657009624,173.09333333333333,96.54449152542371,High,Medium,Medium,Medium,High_Recovery,Low_Consumption
Liberia,2019,201.38,97.64,13.1,29163.73,220.73,35.63,15.97,26756.89,5.25,166.08,41134.16,1.3290582851637762,104.04,35.3168,High,Low,Low,Medium,Medium_Recovery,Low_Consumption
Mexico,2017,94.36,157.53,146.13,2613.94,455.41,21.93,12.16,22019.35,11.85,94.56,11083.46,4.816095600676819,132.67333333333332,35.440466926070044,Low,Medium,Medium,Medium,High_Recovery,Medium_Consumption
Hong Kong,2012,275.4,51.8,49.5,14373.49,387.32,42.54,26.71,14795.21,3.1,106.85,32812.03,3.624894712213383,125.56666666666666,94.46829268292683,High,Low,Low,Medium,High_Recovery,Low_Consumption
Bosnia and Herzegovina,2019,199.95,119.38,27.51,89142.13,331.55,13.72,7.97,39966.8,15.93,165.25,48836.53,2.006354009077156,115.61333333333333,19.583579444772592,Medium,Medium,Low,Medium,Medium_Recovery,High_Consumption
Paraguay,2000,269.44,101.94,71.38,1650.31,286.77,29.18,14.37,19409.2,12.83,179.99,25659.6,1.59325518084338,147.58666666666667,20.735357917570497,High,Medium,Low,Medium,Medium_Recovery,High_Consumption
Netherlands,2017,182.86,189.74,11.15,98455.05,87.44,31.54,36.23,16126.59,7.83,90.94,4649.29,0.9615130855509126,127.91666666666667,9.902604756511892,Medium,Medium,Low,Medium,Low_Recovery,Medium_Consumption
Tokelau,2002,238.1,35.54,22.63,22267.46,43.23,46.43,24.4,26747.54,3.58,74.26,25920.28,0.5821438190142741,98.75666666666666,9.43886462882096,High,Low,Low,Low,Low_Recovery,Low_Consumption
Cyprus,2000,73.3,89.04,12.06,32175.56,271.15,31.1,49.11,47815.6,17.65,134.99,44901.05,2.008667308689532,58.13333333333333,14.53887399463807,Low,Low,Low,Low,Medium_Recovery,High_Consumption
Germany,2011,214.85,176.27,40.41,77380.78,362.53,25.32,30.52,5319.53,2.07,138.95,66905.79,2.6090680100755668,143.84333333333333,118.08794788273616,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Kyrgyz Republic,2007,275.5,161.9,68.83,94391.44,100.23,36.73,20.4,26799.02,0.64,195.64,4361.33,0.5123185442649766,168.7433333333333,61.11585365853659,High,Medium,Low,Medium,Low_Recovery,Low_Consumption
Belize,2010,184.82,107.72,120.0,82411.41,421.37,25.39,36.24,18014.49,18.56,176.74,21124.82,2.384123571347742,137.51333333333332,21.542433537832313,Medium,Medium,Medium,Medium,High_Recovery,High_Consumption
Nigeria,2001,50.3,50.46,79.78,91992.1,81.31,40.59,12.79,42289.84,14.28,38.48,45087.31,2.1130457380457384,60.18,5.321335078534032,Low,Low,Low,Low,Low_Recovery,High_Consumption
Colombia,2004,284.43,118.09,62.0,51615.88,24.45,44.3,35.13,30719.04,12.08,176.91,6301.04,0.1382058673901984,154.84,1.8692660550458715,High,Medium,Low,Medium,Low_Recovery,Medium_Consumption
British Indian Ocean Territory (Chagos Archipelago),2014,219.64,83.66,107.57,57496.15,166.16,12.4,38.27,32777.26,6.03,18.37,14373.22,9.045182362547632,136.95666666666665,23.635846372688476,High,Low,Medium,Medium,Low_Recovery,Medium_Consumption
Kazakhstan,2014,157.87,31.43,14.44,57589.57,486.72,15.23,37.04,13993.23,14.02,78.75,44334.07,6.180571428571429,67.91333333333334,32.40479360852197,Medium,Low,Low,Low,High_Recovery,High_Consumption
United States Virgin Islands,2004,155.17,144.6,21.23,10334.43,480.99,10.48,42.65,13881.14,15.95,36.58,53763.57,13.14898851831602,107.0,28.37699115044248,Medium,Medium,Low,Medium,High_Recovery,High_Consumption
Libyan Arab Jamahiriya,2018,268.71,94.5,115.08,46576.61,158.64,6.79,10.14,40214.66,9.78,191.69,42314.61,0.8275862068965517,159.42999999999998,14.716141001855288,High,Low,Medium,Medium,Low_Recovery,Medium_Consumption
Micronesia,2017,224.41,47.13,30.45,16454.6,375.35,23.78,31.82,13139.52,2.97,16.31,12532.38,23.013488657265484,100.66333333333334,94.54659949622166,High,Low,Low,Medium,High_Recovery,Low_Consumption
Niger,2002,157.24,91.47,47.31,27233.83,412.63,40.04,19.64,29416.75,3.29,33.79,23259.87,12.211601065403967,98.67333333333333,96.18414918414918,Medium,Low,Low,Low,High_Recovery,Low_Consumption
Guinea-Bissau,2003,284.61,176.51,64.94,89072.91,322.06,37.14,9.39,23324.88,5.78,23.29,22818.52,13.82825246887076,175.35333333333332,47.501474926253685,High,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Lithuania,2012,170.53,61.82,86.05,25735.83,371.79,11.16,25.03,33926.91,9.28,30.44,59304.65,12.213863337713535,106.13333333333333,36.166342412451364,Medium,Low,Low,Medium,High_Recovery,Medium_Consumption
Gambia,2005,242.17,74.68,35.42,26368.14,84.46,31.15,18.86,12468.95,5.17,30.95,56191.53,2.7289176090468494,117.42333333333335,13.688816855753647,High,Low,Low,Medium,Low_Recovery,Low_Consumption
Bahamas,2002,137.63,75.8,135.4,30729.94,102.09,21.32,23.26,33758.55,3.9,41.65,19730.67,2.4511404561824732,116.27666666666669,20.834693877551018,Medium,Low,Medium,Medium,Low_Recovery,Low_Consumption
Tajikistan,2013,251.16,192.95,45.01,57478.23,74.46,3.23,31.92,38639.62,13.99,190.47,49159.76,0.39092770515041736,163.04,4.967311541027351,High,Medium,Low,Medium,Low_Recovery,High_Consumption
Zimbabwe,2011,276.96,88.33,63.42,57337.43,22.84,18.13,35.85,26237.64,12.13,5.52,26014.06,4.13768115942029,142.90333333333334,1.7395277989337394,High,Low,Low,Medium,Low_Recovery,Medium_Consumption
Estonia,2001,259.3,61.27,11.77,22526.29,493.12,40.5,31.84,34047.05,14.49,83.89,37875.0,5.878173799022529,110.77999999999999,31.834732085216267,High,Low,Low,Medium,High_Recovery,High_Consumption
Zambia,2015,194.03,102.07,146.44,8642.95,312.3,11.4,41.89,49664.13,12.43,136.8,25262.43,2.2828947368421053,147.51333333333335,23.253909158600152,Medium,Medium,Medium,Medium,Medium_Recovery,High_Consumption
French Guiana,2019,156.37,101.25,110.06,33144.51,306.75,32.39,19.73,16006.86,2.22,186.41,10916.51,1.64556622498793,122.56,95.2639751552795,Medium,Medium,Medium,Medium,Medium_Recovery,Low_Consumption
Grenada,2010,113.63,157.87,63.87,48770.78,310.06,34.81,34.02,1023.61,16.62,95.31,10449.51,3.253173853740426,111.79,17.59704880817253,Medium,Medium,Low,Medium,Medium_Recovery,High_Consumption
Australia,2012,241.46,92.06,146.5,49339.36,302.22,13.47,7.77,919.57,6.37,84.61,20417.83,3.57191821297719,160.00666666666666,41.00678426051561,High,Low,Medium,Medium,Medium_Recovery,Medium_Consumption
Cambodia,2001,277.52,98.1,44.6,90003.39,123.15,4.32,14.79,3863.62,8.67,147.8,54737.74,0.8332205683355887,140.07333333333335,12.735263702171666,High,Low,Low,Medium,Low_Recovery,Medium_Consumption
Pitcairn Islands,2013,70.95,106.62,149.23,70581.94,22.78,15.71,11.25,20856.81,11.38,5.27,29427.62,4.322580645161291,108.93333333333332,1.8400646203554119,Low,Medium,Medium,Medium,Low_Recovery,Medium_Consumption
Israel,2005,199.57,127.14,37.89,82132.01,48.94,27.95,31.13,26500.58,4.24,38.62,64542.61,1.2672190574831694,121.53333333333332,9.339694656488549,Medium,Medium,Low,Medium,Low_Recovery,Low_Consumption
Iran,2003,185.93,196.48,112.95,10441.04,392.11,38.58,38.97,34432.23,19.74,5.39,12249.01,72.74768089053804,165.11999999999998,18.90597878495661,Medium,Medium,Medium,Medium,High_Recovery,High_Consumption
Falkland Islands (Malvinas),2011,114.45,146.62,23.15,64583.21,75.7,6.58,41.44,17900.06,19.55,160.6,16033.46,0.47135740971357415,94.74,3.683698296836983,Medium,Medium,Low,Low,Low_Recovery,High_Consumption
Netherlands Antilles,2019,51.37,168.41,103.24,4699.79,424.61,17.33,39.07,36399.91,12.57,167.15,35733.42,2.5402931498653905,107.67333333333333,31.290346352247607,Low,Medium,Medium,Medium,High_Recovery,High_Consumption
Saint Pierre and Miquelon,2007,235.91,152.54,39.18,81025.78,239.69,20.41,34.74,12968.86,17.32,104.4,58378.58,2.29588122605364,142.54333333333332,13.083515283842795,High,Medium,Low,Medium,Medium_Recovery,High_Consumption
Aruba,2013,51.78,166.69,64.48,38773.06,328.29,28.88,25.38,2185.07,19.74,67.84,55862.36,4.839180424528302,94.31666666666666,15.82883317261331,Low,Medium,Low,Low,Medium_Recovery,High_Consumption
Mali,2004,180.64,124.41,144.57,78232.07,100.15,48.05,18.12,31160.16,10.4,116.16,39547.21,0.8621728650137742,149.8733333333333,8.785087719298247,Medium,Medium,Medium,Medium,Low_Recovery,Medium_Consumption
India,2005,179.94,175.57,141.07,92265.28,199.86,41.77,32.7,3315.65,9.55,131.5,48586.05,1.5198479087452472,165.52666666666667,18.944075829383888,Medium,Medium,Medium,Medium,Medium_Recovery,Medium_Consumption
Panama,2001,143.76,63.33,32.21,34104.57,242.18,10.51,25.12,29909.86,12.72,157.58,66722.17,1.536870161187968,79.76666666666667,17.651603498542272,Medium,Low,Low,Low,Medium_Recovery,High_Consumption
Guernsey,2003,101.35,166.01,111.95,88099.46,90.26,41.86,14.25,44751.36,4.56,97.74,59378.81,0.9234704317577247,126.43666666666667,16.23381294964029,Medium,Medium,Medium,Medium,Low_Recovery,Low_Consumption
Saint Lucia,2009,251.07,155.55,114.26,43996.14,120.87,46.19,44.48,11232.82,1.53,133.51,50165.75,0.9053254437869823,173.62666666666667,47.77470355731225,High,Medium,Medium,Medium,Low_Recovery,Low_Consumption
Albania,2006,152.21,110.41,86.94,93094.36,210.21,24.48,18.49,30169.56,2.7,106.5,49456.28,1.9738028169014086,116.52,56.81351351351351,Medium,Medium,Low,Medium,Medium_Recovery,Low_Consumption
Cape Verde,2013,76.65,31.66,27.1,12933.51,484.72,24.25,40.75,6528.61,3.41,110.15,56378.04,4.400544711756695,45.13666666666666,109.91383219954649,Low,Low,Low,Low,High_Recovery,Low_Consumption
British Virgin Islands,2013,156.52,101.66,77.37,77268.62,463.46,2.74,35.58,47910.87,16.95,92.14,29796.89,5.02995441719123,111.85000000000001,25.81949860724234,Medium,Medium,Low,Medium,High_Recovery,High_Consumption
Indonesia,2003,196.34,52.86,51.83,75020.19,475.6,7.65,46.33,4776.13,18.27,113.88,64206.15,4.176325957147875,100.34333333333332,24.680851063829788,Medium,Low,Low,Medium,High_Recovery,High_Consumption
Tunisia,2011,115.33,181.86,60.46,85098.34,119.05,8.61,47.15,30431.95,10.2,179.76,9043.03,0.6622719181130396,119.21666666666665,10.629464285714286,Medium,Medium,Low,Medium,Low_Recovery,Medium_Consumption
Japan,2016,184.03,137.21,17.29,92936.66,338.96,23.57,37.3,19109.94,3.62,61.99,10055.02,5.467978706242942,112.84333333333335,73.36796536796537,Medium,Medium,Low,Medium,Medium_Recovery,Low_Consumption
Benin,2019,191.17,120.78,103.34,63754.82,109.39,43.4,46.18,38310.96,18.49,158.06,2199.18,0.6920789573579653,138.42999999999998,5.61262185736275,Medium,Medium,Medium,Medium,Low_Recovery,High_Consumption
Italy,2003,202.97,83.67,146.26,63587.17,110.24,44.9,49.56,32571.34,1.55,46.13,25026.48,2.389768046824192,144.29999999999998,43.23137254901961,High,Low,Medium,Medium,Low_Recovery,Low_Consumption
Equatorial Guinea,2006,297.95,112.73,43.04,6358.67,96.77,23.66,31.22,40258.4,7.6,75.01,48682.5,1.290094654046127,151.24,11.252325581395349,High,Medium,Low,Medium,Low_Recovery,Medium_Consumption
San Marino,2015,149.36,72.67,70.78,52913.95,477.8,40.89,32.52,9646.05,4.59,58.34,10591.96,8.189921151868358,97.60333333333335,85.47406082289804,Medium,Low,Low,Low,High_Recovery,Low_Consumption
France,2014,100.92,175.95,12.11,32612.34,225.25,46.46,27.97,5986.83,5.4,169.26,31493.72,1.3307928630509276,96.32666666666667,35.1953125,Medium,Medium,Low,Low,Medium_Recovery,Medium_Consumption
Botswana,2012,188.03,38.11,121.21,56926.38,312.36,3.75,43.14,9621.02,12.53,30.52,69143.14,10.234600262123198,115.78333333333332,23.08647450110865,Medium,Low,Medium,Medium,Medium_Recovery,High_Consumption
Andorra,2005,189.39,46.83,91.86,33356.33,347.05,26.53,43.36,15081.15,17.86,57.59,37095.36,6.026219829831568,109.36,18.401378579003183,Medium,Low,Low,Medium,High_Recovery,High_Consumption
Antarctica (the territory South of 60 deg S),2007,94.68,57.77,65.41,70079.1,434.72,28.68,7.81,33193.65,9.34,191.29,67937.69,2.272570442783209,72.62,42.04255319148937,Low,Low,Low,Low,High_Recovery,Medium_Consumption
Sierra Leone,2013,189.77,66.63,44.03,16166.55,444.92,34.23,45.55,4247.85,2.54,124.11,12882.29,3.5848843767625493,100.14333333333332,125.68361581920904,Medium,Low,Low,Medium,High_Recovery,Low_Consumption
Jordan,2006,170.94,73.23,145.64,67689.89,219.5,28.2,48.56,22945.47,1.52,33.0,22023.21,6.651515151515151,129.93666666666667,87.10317460317461,Medium,Low,Medium,Medium,Medium_Recovery,Low_Consumption
Saint Barthelemy,2009,297.13,172.63,91.35,99739.36,390.35,1.92,5.04,49764.74,10.98,107.53,52367.75,3.6301497256579562,187.03666666666666,32.58347245409015,High,Medium,Low,Medium,High_Recovery,Medium_Consumption
Lao People's Democratic Republic,2008,194.41,46.37,106.71,97132.98,307.89,29.29,30.2,38583.28,3.58,37.27,9183.19,8.26106788301583,115.83,67.22489082969432,Medium,Low,Medium,Medium,Medium_Recovery,Low_Consumption
Ghana,2015,243.55,156.58,106.38,75531.18,413.92,17.25,49.04,34764.96,1.07,35.9,9881.3,11.529805013927577,168.83666666666667,199.96135265700482,High,Medium,Medium,Medium,High_Recovery,Low_Consumption
Saint Vincent and the Grenadines,2009,149.53,74.16,31.7,57950.23,362.9,45.89,9.94,33545.17,10.54,141.91,48902.85,2.557254597984638,85.13,31.447140381282495,Medium,Low,Low,Low,High_Recovery,Medium_Consumption
Bahrain,2002,84.52,91.25,117.91,9918.21,203.13,39.99,17.7,38620.92,1.88,181.04,48475.25,1.122017233760495,97.89333333333332,70.53125,Low,Low,Medium,Low,Medium_Recovery,Low_Consumption
Egypt,2012,265.96,124.77,44.82,43761.63,470.18,4.24,6.4,13238.16,5.09,159.1,22212.55,2.9552482715273416,145.1833333333333,77.20525451559935,High,Medium,Low,Medium,High_Recovery,Low_Consumption
United Arab Emirates,2001,79.77,167.7,79.99,78850.46,290.25,8.32,24.43,39146.2,9.17,33.09,15479.03,8.771532184950136,109.15333333333332,28.53982300884956,Low,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Ecuador,2005,107.44,88.5,106.03,15653.23,272.72,42.2,31.56,14225.73,11.81,24.27,68696.56,11.23691800576844,100.65666666666668,21.2896174863388,Medium,Low,Medium,Medium,Medium_Recovery,Medium_Consumption
Switzerland,2016,245.78,100.0,57.38,34280.65,324.28,17.62,33.13,3588.18,8.67,198.76,30311.55,1.6315153954518011,134.38666666666666,33.53464322647363,High,Medium,Low,Medium,Medium_Recovery,Medium_Consumption
Morocco,2017,287.31,89.69,145.75,48109.61,355.02,19.39,37.03,19735.23,15.07,115.33,53648.63,3.078297060608688,174.25,22.09209707529558,High,Low,Medium,Medium,High_Recovery,High_Consumption
Malta,2003,75.07,145.53,116.34,74786.19,28.87,27.18,23.27,49799.95,18.02,88.74,8708.83,0.32533243182330407,112.31333333333333,1.517875920084122,Low,Medium,Medium,Medium,Low_Recovery,High_Consumption
Suriname,2014,177.09,132.95,18.41,55267.09,63.56,9.13,24.58,13282.81,4.99,74.56,2297.64,0.8524678111587983,109.48333333333333,10.6110183639399,Medium,Medium,Low,Medium,Low_Recovery,Low_Consumption
Montenegro,2012,246.52,128.07,59.77,26993.24,233.88,30.68,14.5,40733.64,2.65,41.83,34413.59,5.591202486253885,144.78666666666666,64.07671232876713,High,Medium,Low,Medium,Medium_Recovery,Low_Consumption
Eritrea,2014,250.21,140.48,31.55,40454.18,440.11,10.18,12.8,9307.51,4.94,141.72,30756.08,3.1054896979960485,140.74666666666667,74.0925925925926,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Kuwait,2017,203.51,121.53,85.09,44014.62,440.11,6.73,11.26,3935.22,5.12,133.45,14548.22,3.2979393031097795,136.71,71.91339869281046,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Gibraltar,2016,221.14,196.49,25.03,70089.18,130.4,39.33,29.99,48981.39,8.55,195.63,3262.7,0.6665644328579462,147.5533333333333,13.654450261780104,High,Medium,Low,Medium,Low_Recovery,Medium_Consumption
Armenia,2012,63.01,78.38,78.3,76441.26,273.56,16.11,42.95,10433.12,4.4,30.44,46525.43,8.986859395532194,73.23,50.65925925925926,Low,Low,Low,Low,Medium_Recovery,Low_Consumption
Haiti,2016,147.28,85.27,54.34,48611.33,492.08,43.03,21.21,19935.41,17.88,90.24,41929.16,5.453014184397163,95.63,26.0635593220339,Medium,Low,Low,Low,High_Recovery,High_Consumption
Pakistan,2011,208.97,116.78,88.17,20612.74,29.23,35.78,23.78,32451.42,1.93,195.12,33366.68,0.14980524805248052,137.97333333333333,9.976109215017066,High,Medium,Low,Medium,Low_Recovery,Low_Consumption
Malawi,2015,251.09,161.71,100.25,40136.56,199.82,14.3,17.98,5867.31,11.91,107.19,63688.52,1.864166433435955,171.01666666666665,15.477924089852827,High,Medium,Medium,Medium,Medium_Recovery,Medium_Consumption
Mayotte,2004,255.81,105.98,58.62,57561.74,384.93,5.25,44.27,27261.29,1.56,25.18,3986.42,15.287132644956316,140.13666666666668,150.36328125,High,Medium,Low,Medium,High_Recovery,Low_Consumption
Sweden,2000,167.92,43.33,134.85,56555.59,481.67,43.98,10.65,21847.05,9.0,5.96,21813.56,80.81711409395973,115.36666666666667,48.167,Medium,Low,Medium,Medium,High_Recovery,Medium_Consumption
Moldova,2005,200.06,134.32,112.65,99710.8,103.03,19.21,5.52,30891.33,4.72,186.28,1708.8,0.5530921193901653,149.01,18.012237762237763,High,Medium,Medium,Medium,Low_Recovery,Low_Consumption
Chad,2017,72.04,108.84,12.99,52900.53,225.38,41.64,34.18,5759.36,12.38,153.94,7658.75,1.4640769130830193,64.62333333333333,16.84454409566517,Low,Medium,Low,Low,Medium_Recovery,Medium_Consumption
Austria,2010,115.77,192.62,62.89,24989.19,443.35,15.83,11.48,22358.29,3.97,189.61,9541.76,2.338220557987448,123.75999999999999,89.20523138832998,Medium,Medium,Low,Medium,High_Recovery,Low_Consumption
Bangladesh,2013,142.71,177.6,111.42,27359.45,389.1,26.73,44.82,13320.31,7.78,185.63,42523.65,2.0961051554166894,143.91,44.31662870159453,Medium,Medium,Medium,Medium,High_Recovery,Medium_Consumption
Afghanistan,2002,202.26,138.9,45.1,43576.51,150.1,9.58,34.61,2225.61,9.43,32.05,41544.61,4.683307332293292,128.75333333333333,14.39117929050815,High,Medium,Low,Medium,Low_Recovery,Medium_Consumption
United Kingdom,2007,231.12,187.86,15.53,68789.06,91.58,19.34,48.87,3985.41,4.29,194.06,14801.69,0.47191590229825825,144.83666666666667,17.311909262759922,High,Medium,Low,Medium,Low_Recovery,Low_Consumption
Vietnam,2017,282.67,101.71,108.93,58025.81,154.27,2.83,11.11,36513.48,7.49,109.68,47271.44,1.4065463165572576,164.43666666666667,18.170789163722027,High,Medium,Medium,Medium,Low_Recovery,Medium_Consumption
